,Unnamed: 0,时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮,湿度,室温,叶绿素,藻密度
6417,6417,2019-09-23 08:00:00,19.174,8.104,7.406,220.285,1.344,1.32,0.08,0.012,0.216,44.7,20.0,,
6418,6418,2019-09-23 04:00:00,19.295,8.115,7.436,220.753,1.227,1.24,0.04,0.012,0.216,43.0,20.264,,
6419,6419,2019-09-23 00:00:00,19.393,8.152,7.729,219.786,1.224,1.53,0.0,0.01,0.224,44.8,20.5,,
6420,6420,2019-09-22 20:00:00,19.489,8.179,8.095,218.721,1.212,1.29,0.05,0.012,0.214,44.0,20.6,,
6421,6421,2019-09-22 16:00:00,19.529,8.112,7.7,219.291,1.201,1.31,0.06,0.01,0.254,42.881,20.9,,
6422,6422,2019-09-22 12:00:00,19.395,8.102,7.119,220.532,1.193,1.35,0.06,0.011,0.205,45.5,20.2,,
6423,6423,2019-09-22 08:00:00,19.319,8.073,7.024,221.161,1.315,1.49,0.05,0.011,0.205,47.17,20.0,,
6424,6424,2019-09-22 04:00:00,19.381,8.07,7.034,221.061,1.316,1.33,0.04,0.011,0.199,47.3,20.4,,
6425,6425,2019-09-22 00:00:00,19.451,8.089,7.24,221.606,1.338,1.37,0.04,0.011,0.245,47.0,20.9,,
6426,6426,2019-09-21 20:00:00,19.533,8.11,7.376,219.965,1.32,1.95,0.08,0.012,0.206,44.3,21.2,,
6427,6427,2019-09-21 16:00:00,19.617,8.076,7.468,218.426,1.244,1.95,0.07,0.009,0.187,45.586,21.7,,
6428,6428,2019-09-21 12:00:00,19.614,8.055,7.333,218.789,1.244,1.33,0.0,0.011,0.256,45.7,21.9,,
6429,6429,2019-09-21 08:00:00,19.635,7.997,7.216,219.7,1.317,1.57,0.1,0.012,0.235,44.684,22.2,,
6430,6430,2019-09-21 04:00:00,19.811,7.98,7.304,219.975,1.242,1.3,0.09,0.012,0.202,43.872,22.8,,
6431,6431,2019-09-21 00:00:00,19.986,8.022,7.77,218.646,1.328,1.93,0.07,0.012,0.202,45.442,23.5,,
6432,6432,2019-09-20 20:00:00,20.091,8.112,8.401,215.735,1.242,1.99,0.0,0.012,0.202,46.7,23.7,,
6433,6433,2019-09-20 16:00:00,20.169,8.032,8.023,216.62,1.301,1.33,0.11,0.012,0.215,47.3,23.9,,
6434,6434,2019-09-20 12:00:00,20.089,7.968,7.549,218.577,1.316,1.46,0.09,0.012,0.253,52.886,23.9,,
6435,6435,2019-09-20 08:00:00,20.095,8.125,8.521,218.733,1.46,1.83,0.11,0.012,0.207,49.8,23.8,,
6436,6436,2019-09-20 04:00:00,20.211,8.124,9.114,216.764,1.378,0.61,0.07,0.011,0.199,48.2,24.5,,
6437,6437,2019-09-19 22:00:00,20.331,8.259,10.201,213.498,1.51,1.28,0.11,0.01,0.217,46.997,25.164,,
6438,6438,2019-09-19 20:00:00,20.414,8.185,10.095,213.072,1.556,1.77,0.13,0.0,0.0,46.267,25.5,,
6439,6439,2019-09-19 16:00:00,20.379,8.104,9.48,215.394,1.523,1.85,0.15,0.01,0.198,45.3,26.0,,
6440,6440,2019-09-19 12:00:00,20.018,8.046,8.433,218.63,1.401,1.81,0.1,0.01,0.198,51.131,24.4,,
6441,6441,2019-09-19 08:00:00,19.796,8.021,7.781,219.54,1.406,1.96,0.08,0.012,0.212,50.2,23.8,,
6442,6442,2019-09-19 04:00:00,19.891,8.027,8.032,219.017,1.408,1.9,0.1,0.013,0.2,48.767,24.4,,
6443,6443,2019-09-19 00:00:00,20.013,8.108,8.4,218.285,1.386,1.79,0.09,0.01,0.184,47.1,24.7,,
6444,6444,2019-09-18 20:00:00,20.125,8.136,9.0,215.941,1.305,1.79,0.12,0.012,0.197,49.178,24.711,,
6445,6445,2019-09-18 16:00:00,20.163,8.101,8.821,217.54,1.393,1.79,0.11,0.01,0.209,48.981,24.949,,
6446,6446,2019-09-18 12:00:00,19.935,8.071,8.325,219.766,1.355,1.88,0.08,0.012,0.295,51.051,23.8,,
6447,6447,2019-09-18 08:00:00,19.846,8.051,7.666,221.486,1.315,1.84,3.24,0.0,0.0,53.433,23.167,,
6448,6448,2019-09-18 04:00:00,19.933,8.073,8.013,220.156,1.398,1.92,0.06,0.011,0.273,53.6,23.5,,
6449,6449,2019-09-18 00:00:00,20.002,8.132,8.605,218.191,1.325,1.84,0.09,0.011,0.273,52.2,23.9,,
6450,6450,2019-09-17 20:00:00,20.047,8.161,9.096,216.863,1.407,1.81,0.06,0.011,0.273,53.8,23.9,,
6451,6451,2019-09-17 16:00:00,20.065,8.115,8.725,217.926,1.409,1.81,0.08,0.011,0.183,50.978,24.1,,
6452,6452,2019-09-17 12:00:00,19.93,8.045,8.328,219.14,1.357,1.9,0.08,0.011,0.183,50.394,23.7,,
6453,6453,2019-09-17 08:00:00,19.775,8.008,7.7,220.096,1.377,1.49,0.1,0.011,0.183,52.9,22.9,,
6454,6454,2019-09-17 04:00:00,19.88,8.023,7.76,220.276,1.384,1.98,0.09,0.011,0.209,52.173,23.103,,
6455,6455,2019-09-17 00:00:00,19.979,8.097,8.366,218.653,1.38,1.98,0.11,0.012,0.185,51.8,23.4,,
6456,6456,2019-09-16 20:00:00,20.048,8.097,8.813,217.737,1.451,1.29,0.09,0.013,0.197,52.594,23.5,,
6457,6457,2019-09-16 16:00:00,20.064,8.031,8.25,219.192,1.479,1.91,0.12,0.011,0.258,52.794,23.5,,
6458,6458,2019-09-16 12:00:00,19.916,8.024,7.438,221.576,1.604,1.99,0.06,0.0,0.0,54.964,22.531,,
6459,6459,2019-09-16 08:00:00,19.843,8.065,7.375,222.207,1.516,1.94,0.08,0.0,0.0,54.467,22.1,,
6460,6460,2019-09-16 04:00:00,19.933,8.092,7.806,221.241,1.421,1.26,0.0,0.0,0.0,54.564,22.5,,
6461,6461,2019-09-16 00:00:00,20.034,8.152,8.756,218.272,1.497,1.89,0.07,0.0,0.0,51.936,23.0,,
6462,6462,2019-09-15 20:00:00,20.134,8.168,9.421,215.92,1.49,1.86,0.06,0.0,0.0,53.447,23.2,,
6463,6463,2019-09-15 16:00:00,20.272,8.075,8.978,215.962,1.463,1.81,0.1,0.011,0.23,50.997,24.5,,
6464,6464,2019-09-15 12:00:00,20.063,8.013,8.405,217.659,1.458,1.29,0.08,0.011,0.23,53.02,23.0,,
6465,6465,2019-09-15 08:00:00,19.984,8.03,7.971,218.734,1.423,1.9,0.11,0.0,0.0,51.965,22.8,,
6466,6466,2019-09-15 04:00:00,20.122,8.034,8.159,218.534,1.466,1.26,0.1,0.0,0.0,52.169,23.1,,
6467,6467,2019-09-15 00:00:00,20.231,8.094,8.679,217.548,1.44,1.85,0.09,0.0,0.0,52.764,23.5,,
6468,6468,2019-09-14 20:00:00,20.308,8.141,9.204,216.293,1.561,1.95,0.08,0.012,0.187,54.664,23.7,,
6469,6469,2019-09-14 16:00:00,20.37,8.081,9.14,216.213,1.562,1.84,0.12,0.012,0.187,53.422,24.3,,
6470,6470,2019-09-14 12:00:00,20.271,8.069,8.724,216.918,1.527,1.82,0.11,0.012,0.295,52.914,23.711,,
6471,6471,2019-09-14 08:00:00,20.241,8.054,8.767,216.948,1.631,1.95,0.1,0.0,0.0,52.969,23.7,,
6472,6472,2019-09-14 04:00:00,20.355,8.096,9.709,215.703,1.363,1.81,0.08,0.012,0.224,53.8,24.1,,
6473,6473,2019-09-14 00:00:00,20.441,8.12,9.529,214.834,1.381,1.87,0.12,0.012,0.224,54.5,24.5,,
6474,6474,2019-09-13 20:00:00,20.522,8.091,9.816,214.738,1.572,1.77,0.1,0.012,0.224,54.536,24.6,,
6475,6475,2019-09-13 16:00:00,20.535,7.982,9.219,216.335,1.556,1.63,0.12,0.011,0.2,54.322,24.616,,
6476,6476,2019-09-13 12:00:00,20.037,7.899,8.688,218.735,1.746,1.89,0.12,0.01,0.205,57.4,23.7,,
6477,6477,2019-09-13 08:00:00,19.199,7.909,8.51,220.085,1.894,1.89,0.09,0.01,0.219,58.1,23.2,,
6478,6478,2019-09-13 04:00:00,19.283,7.967,8.334,218.698,1.818,1.25,0.12,0.0,0.0,57.564,23.4,,
6479,6479,2019-09-13 00:00:00,19.383,8.099,8.859,217.062,1.638,1.57,0.11,0.0,0.0,57.7,23.6,,
6480,6480,2019-09-12 20:00:00,19.51,8.116,8.441,215.524,1.493,1.29,0.06,0.01,0.327,58.71,23.65,,
6481,6481,2019-09-12 12:00:00,19.479,8.037,8.155,217.463,1.448,1.23,0.05,0.0,0.0,54.6,24.3,,
6482,6482,2019-09-12 08:00:00,19.443,8.018,7.745,218.486,1.37,1.15,0.1,0.0,0.0,56.0,23.8,,
6483,6483,2019-09-12 04:00:00,19.556,8.038,8.086,217.846,1.348,1.76,0.07,0.0,0.0,55.7,24.2,,
6484,6484,2019-09-12 00:00:00,19.634,8.076,8.423,217.323,1.432,0.81,0.13,0.0,0.0,55.464,24.564,,
6485,6485,2019-09-11 20:00:00,19.694,8.089,8.573,216.766,1.505,0.61,0.1,0.0,0.0,56.1,24.7,,
6486,6486,2019-09-11 16:00:00,19.815,8.04,8.38,217.555,1.379,0.0,0.09,0.0,0.0,53.344,25.3,,
6487,6487,2019-09-11 12:00:00,19.755,7.982,7.661,220.214,1.397,0.0,0.07,0.0,0.0,55.0,24.7,,
6488,6488,2019-09-11 08:00:00,19.694,7.991,7.58,221.192,1.408,0.0,0.08,0.0,0.0,55.772,24.3,,
6489,6489,2019-09-11 04:00:00,19.761,8.037,7.976,219.169,1.423,0.0,0.04,0.0,0.0,55.3,24.775,,
6490,6490,2019-09-11 00:00:00,19.784,8.07,8.71,216.155,1.681,0.0,0.05,0.0,0.0,54.7,25.1,,
6491,6491,2019-09-10 20:00:00,19.765,8.081,8.913,214.219,1.757,1.16,0.1,0.0,0.0,55.2,25.1,,
6492,6492,2019-09-10 16:00:00,19.621,8.016,8.342,215.553,2.111,1.09,0.07,0.0,0.0,52.928,25.3,,
6493,6493,2019-09-10 12:00:00,19.382,7.959,8.142,216.126,2.52,0.61,0.0,0.0,0.0,54.072,24.7,,
6494,6494,2019-09-10 08:00:00,19.312,7.939,8.015,217.3,2.488,1.3,0.0,0.0,0.0,55.8,24.167,,
6495,6495,2019-09-10 04:00:00,19.385,7.937,7.979,216.519,3.306,1.29,0.07,0.0,0.0,55.5,24.6,,
6496,6496,2019-09-10 00:00:00,19.493,7.947,8.313,216.1,2.65,1.22,0.1,0.0,0.0,55.5,25.0,,
6497,6497,2019-09-09 20:00:00,19.553,7.874,8.191,216.495,1.95,1.52,0.07,0.0,0.0,55.3,25.2,,
6498,6498,2019-09-09 16:00:00,19.582,7.66,7.509,218.652,2.033,0.61,0.09,0.0,0.0,53.206,25.6,,
6499,6499,2019-09-09 10:00:00,16.974,6.562,6.448,124.789,7.886,0.61,0.05,0.0,0.0,49.688,20.008,,
6500,6500,2019-09-08 12:00:00,19.489,7.992,8.097,218.987,1.442,1.01,0.08,0.01,0.226,50.867,25.9,,
6501,6501,2019-09-08 08:00:00,19.387,7.999,8.087,219.359,1.377,1.26,0.09,0.012,0.221,52.7,25.4,,
6502,6502,2019-09-08 04:00:00,19.421,8.016,8.372,218.438,1.519,1.48,0.07,0.013,0.22,52.2,25.9,,
6503,6503,2019-09-08 00:00:00,19.444,8.032,8.843,217.554,1.784,1.01,0.11,0.011,0.219,51.342,26.294,,
6504,6504,2019-09-07 20:00:00,19.564,8.028,9.31,216.538,1.78,1.16,0.05,0.012,0.222,50.364,26.3,,
6505,6505,2019-09-07 16:00:00,19.582,7.965,8.455,218.549,1.633,1.45,0.13,0.011,0.198,47.172,26.2,,
6506,6506,2019-09-07 12:00:00,19.414,7.877,6.783,221.172,1.397,1.49,0.08,0.012,0.24,51.1,25.3,,
6507,6507,2019-09-07 08:00:00,19.287,7.952,6.821,220.961,1.344,1.16,0.06,0.012,0.232,53.1,24.7,,
6508,6508,2019-09-07 04:00:00,19.327,7.992,7.43,219.755,1.404,1.29,0.1,0.012,0.26,52.8,25.1,,
6509,6509,2019-09-07 00:00:00,19.401,8.026,7.65,219.341,1.309,1.19,0.14,0.013,0.216,52.0,25.4,,
6510,6510,2019-09-06 20:00:00,19.533,8.056,7.828,219.485,1.381,1.12,0.11,0.012,0.221,51.628,25.3,,
6511,6511,2019-09-06 16:00:00,19.558,8.038,7.859,219.703,1.455,1.18,0.0,0.011,0.254,48.2,25.531,,
6512,6512,2019-09-06 12:00:00,19.221,7.978,7.035,221.366,1.549,1.29,0.08,0.011,0.257,51.4,23.936,,
6513,6513,2019-09-06 08:00:00,19.017,7.945,6.706,222.073,1.887,1.5,0.11,0.012,0.2,53.5,23.4,,
6514,6514,2019-09-06 04:00:00,19.092,7.996,7.162,220.32,2.606,1.43,0.11,0.014,0.163,53.2,23.8,,
6515,6515,2019-09-06 00:00:00,19.215,8.054,7.679,219.59,1.92,1.43,0.11,0.014,0.203,53.1,24.1,,
6516,6516,2019-09-05 20:00:00,19.34,8.075,7.705,218.67,1.427,1.41,0.11,0.013,0.234,52.339,24.2,,
6517,6517,2019-09-05 16:00:00,19.406,8.007,7.229,220.654,1.4,1.24,0.08,0.011,0.235,51.0,24.2,,
6518,6518,2019-09-05 12:00:00,19.24,8.004,6.942,222.498,1.38,1.36,0.09,0.011,0.225,52.1,23.5,,
6519,6519,2019-09-05 08:00:00,19.233,8.019,6.867,222.334,1.35,1.39,0.08,0.012,0.244,53.1,23.2,,
6520,6520,2019-09-05 04:00:00,19.288,8.08,7.398,219.886,1.41,1.32,0.1,0.012,0.241,52.7,23.5,,
6521,6521,2019-09-05 00:00:00,19.333,8.132,7.806,219.025,1.478,1.68,0.09,0.012,0.223,52.1,23.6,,
6522,6522,2019-09-04 20:00:00,19.396,8.132,8.191,218.202,1.428,1.32,0.07,0.013,0.244,51.3,23.503,,
6523,6523,2019-09-04 16:00:00,19.354,8.063,7.667,220.008,1.363,1.42,0.1,0.013,0.224,49.7,23.4,,
6524,6524,2019-09-04 12:00:00,19.161,8.006,7.048,222.051,1.324,1.38,0.02,0.011,0.265,49.931,22.7,,
6525,6525,2019-09-04 08:00:00,19.052,8.037,6.963,221.841,1.325,1.54,0.07,0.012,0.273,51.4,22.0,,
6526,6526,2019-09-04 04:00:00,19.154,8.072,7.312,220.994,1.386,1.81,0.06,0.011,0.234,51.931,22.1,,
6527,6527,2019-09-04 00:00:00,19.257,8.153,7.952,218.623,1.403,0.61,0.07,0.012,0.222,52.0,22.3,,
6528,6528,2019-09-03 20:00:00,19.316,8.171,8.193,217.791,1.387,1.32,0.07,0.011,0.234,52.1,22.3,,
6529,6529,2019-09-03 16:00:00,19.338,8.093,7.569,219.433,1.373,1.5,0.05,0.012,0.286,50.667,22.6,,
6530,6530,2019-09-03 12:00:00,19.242,8.057,7.049,221.292,1.375,1.54,0.04,0.011,0.256,50.4,22.3,,
6531,6531,2019-09-03 08:00:00,19.168,8.06,6.846,221.668,1.428,1.36,0.06,0.012,0.247,51.928,21.736,,
6532,6532,2019-09-03 04:00:00,19.229,8.066,7.393,221.425,1.524,1.53,0.08,0.012,0.243,52.0,22.0,,
6533,6533,2019-09-03 00:00:00,19.331,8.092,7.347,221.149,1.705,1.49,0.07,0.012,0.222,51.8,22.233,,
6534,6534,2019-09-02 20:00:00,19.453,8.137,7.652,219.532,1.459,1.82,0.05,0.013,0.209,51.764,22.5,,
6535,6535,2019-09-02 16:00:00,19.514,8.086,7.549,220.009,1.459,1.3,0.0,0.011,0.25,51.364,22.8,,
6536,6536,2019-09-02 12:00:00,19.465,8.025,7.321,220.992,1.647,1.49,0.09,0.013,0.252,51.0,22.8,,
6537,6537,2019-09-02 08:00:00,19.419,8.033,7.07,221.288,1.935,0.61,0.08,0.011,0.226,52.0,22.6,,
6538,6538,2019-09-02 04:00:00,19.501,8.06,7.367,221.23,2.401,1.46,0.07,0.013,0.211,52.1,22.8,,
6539,6539,2019-09-02 00:00:00,19.581,8.105,7.764,220.404,4.676,1.49,0.08,0.014,0.184,51.9,23.1,,
6540,6540,2019-09-01 20:00:00,19.67,8.149,8.209,219.301,6.791,1.6,0.09,0.021,0.115,51.8,23.1,,
6541,6541,2019-09-01 16:00:00,19.791,8.047,7.775,221.081,1.402,1.54,0.08,0.011,0.242,48.8,23.7,,
6542,6542,2019-09-01 12:00:00,19.598,8.007,6.924,223.303,1.313,1.43,0.1,0.011,0.242,49.8,22.7,,
6543,6543,2019-09-01 08:00:00,19.51,8.0,6.822,223.561,1.388,1.49,0.07,0.011,0.242,51.0,22.1,,
6544,6544,2019-09-01 04:00:00,19.559,8.039,6.94,222.592,1.432,1.6,0.06,0.011,0.242,50.875,22.2,,
6545,6545,2019-09-01 00:00:00,19.611,8.05,7.235,221.806,1.438,1.44,0.05,0.011,0.242,50.6,22.436,,
6546,6546,2019-08-31 20:00:00,19.701,8.022,7.223,222.27,1.509,1.44,0.0,0.011,0.224,50.267,22.7,,
6547,6547,2019-08-31 16:00:00,19.732,7.982,7.059,222.266,1.489,1.71,0.08,0.012,0.255,49.1,22.8,,
6548,6548,2019-08-31 12:00:00,19.731,7.939,6.776,222.476,1.382,1.62,0.09,0.012,0.235,48.828,22.8,,
6549,6549,2019-08-31 08:00:00,19.77,7.93,6.782,222.021,1.397,1.68,0.09,0.015,0.237,49.0,22.9,,
6550,6550,2019-08-31 04:00:00,19.869,7.97,7.119,221.302,1.373,1.56,0.08,0.01,0.259,49.0,23.1,,
6551,6551,2019-08-31 00:00:00,19.974,8.036,7.904,218.592,1.465,1.56,0.09,0.012,0.256,49.3,23.5,,
6552,6552,2019-08-30 20:00:00,20.084,8.039,7.919,217.832,1.494,1.63,0.1,0.012,0.265,49.3,23.8,,
6553,6553,2019-08-30 16:00:00,20.14,7.969,7.581,218.309,1.656,1.38,0.11,0.013,0.238,48.9,24.2,,
6554,6554,2019-08-30 12:00:00,20.158,7.907,7.48,218.844,2.208,1.43,0.05,0.014,0.233,49.1,24.4,,
6555,6555,2019-08-30 08:00:00,20.189,7.946,7.594,218.669,2.088,1.01,0.13,0.013,0.225,50.7,24.4,,
6556,6556,2019-08-30 04:00:00,20.345,7.973,8.09,217.884,1.486,1.61,0.11,0.012,0.285,51.1,24.9,,
6557,6557,2019-08-30 00:00:00,20.401,8.35,8.632,216.862,2.008,1.92,0.08,0.011,0.264,51.917,24.942,,
6558,6558,2019-08-29 20:00:00,20.506,8.359,9.041,215.177,2.24,1.29,0.1,0.01,0.28,52.4,25.0,,
6559,6559,2019-08-29 16:00:00,20.604,8.234,9.55,217.237,2.059,1.42,0.0,0.011,0.228,44.572,26.328,,
6560,6560,2019-08-29 12:00:00,20.321,8.183,9.104,219.876,2.499,1.46,15.19,0.011,0.253,45.0,25.269,,
6561,6561,2019-08-29 08:00:00,20.206,8.161,8.712,219.655,3.537,1.76,0.0,0.014,0.203,45.7,24.7,,
6562,6562,2019-08-29 04:00:00,20.224,8.16,8.87,219.355,3.784,1.3,0.05,0.015,0.171,45.036,25.0,,
6563,6563,2019-08-29 00:00:00,20.256,8.105,10.161,218.335,2.038,1.46,0.13,0.012,0.244,44.3,25.211,,
6564,6564,2019-08-28 20:00:00,18.671,7.456,7.807,117.654,11.166,0.81,0.07,0.008,0.371,42.887,20.806,,
6565,6565,2019-08-28 12:00:00,20.116,8.311,8.878,220.17,1.551,1.84,0.07,0.01,0.251,39.533,22.3,,
6566,6566,2019-08-28 08:00:00,20.051,8.371,8.744,220.695,1.489,1.46,0.06,0.011,0.284,38.236,21.9,,
6567,6567,2019-08-28 04:00:00,20.107,8.414,9.243,219.812,1.639,1.66,0.07,0.011,0.282,36.964,22.467,,
6568,6568,2019-08-28 00:00:00,20.2,8.469,9.802,218.727,1.629,1.69,0.07,0.011,0.292,36.6,23.0,,
6569,6569,2019-08-27 20:00:00,20.328,8.523,10.168,216.68,1.879,1.79,0.09,0.013,0.315,36.9,23.2,,
6570,6570,2019-08-27 16:00:00,20.374,8.425,8.78,218.617,1.692,1.4,0.04,0.012,0.268,35.264,23.6,,
6571,6571,2019-08-27 12:00:00,20.152,8.346,8.184,222.447,1.411,1.63,0.04,0.012,0.272,42.203,22.9,,
6572,6572,2019-08-27 08:00:00,20.013,8.376,8.355,222.062,1.397,1.58,0.04,0.012,0.326,39.683,22.219,,
6573,6573,2019-08-27 04:00:00,20.075,8.441,8.657,220.93,1.556,1.68,0.07,0.011,0.295,39.467,22.8,,
6574,6574,2019-08-27 00:00:00,20.332,8.517,9.284,219.845,1.732,1.58,0.04,0.012,0.289,42.049,23.1,,
6575,6575,2019-08-26 20:00:00,20.285,8.552,10.208,218.394,2.162,1.69,0.07,0.012,0.27,35.375,22.867,,
6576,6576,2019-08-26 16:00:00,20.239,8.532,9.771,218.28,2.074,1.63,0.07,0.011,0.281,41.969,23.1,,
6577,6577,2019-08-26 12:00:00,19.991,8.472,9.373,221.185,1.684,1.69,0.04,0.011,0.269,41.4,21.8,,
6578,6578,2019-08-26 08:00:00,19.765,8.479,9.696,220.371,1.834,1.75,0.07,0.011,0.282,38.806,21.5,,
6579,6579,2019-08-26 04:00:00,19.886,8.451,9.09,220.947,1.634,1.72,0.05,0.011,0.339,38.236,21.9,,
6580,6580,2019-08-26 00:00:00,19.97,8.494,9.997,220.117,1.9,1.75,0.06,0.013,0.296,41.265,22.5,,
6581,6581,2019-08-25 20:00:00,20.164,8.495,9.315,218.023,2.053,1.64,0.06,0.013,0.293,40.567,22.572,,
6582,6582,2019-08-25 16:00:00,20.302,8.468,8.824,220.253,2.088,1.68,0.04,0.009,0.277,44.167,22.9,,
6583,6583,2019-08-25 12:00:00,20.051,8.429,8.596,222.239,1.798,1.86,0.02,0.013,0.279,42.864,21.5,,
6584,6584,2019-08-25 08:00:00,19.923,8.433,8.975,222.39,1.585,1.12,0.04,0.011,0.312,42.917,21.2,,
6585,6585,2019-08-25 04:00:00,20.025,8.453,8.832,221.188,1.743,1.72,0.05,0.012,0.312,44.172,21.533,,
6586,6586,2019-08-25 00:00:00,20.021,8.468,8.902,219.754,2.378,1.82,0.05,0.011,0.306,41.0,21.9,,
6587,6587,2019-08-24 20:00:00,20.184,8.463,8.584,219.752,2.431,1.7,0.04,0.013,0.307,41.803,22.1,,
6588,6588,2019-08-24 16:00:00,20.231,8.472,8.666,220.252,2.65,1.26,0.07,0.011,0.263,39.106,23.611,,
6589,6589,2019-08-24 12:00:00,19.893,8.473,7.975,220.531,1.587,1.78,0.01,0.011,0.252,46.7,21.4,,
6590,6590,2019-08-24 08:00:00,19.707,8.481,7.925,219.991,1.609,1.84,0.02,0.011,0.325,40.778,20.7,,
6591,6591,2019-08-24 04:00:00,19.806,8.5,8.133,219.532,1.644,1.75,0.06,0.01,0.312,44.95,21.117,,
6592,6592,2019-08-24 00:00:00,19.888,8.53,8.019,218.916,1.676,1.73,0.05,0.011,0.32,42.714,21.2,,
6593,6593,2019-08-23 20:00:00,19.984,8.558,8.457,217.774,1.846,1.74,0.04,0.011,0.27,44.439,21.5,,
6594,6594,2019-08-23 16:00:00,20.007,8.52,7.754,217.633,1.65,1.86,0.06,0.013,0.251,42.6,21.767,,
6595,6595,2019-08-23 12:00:00,19.842,8.444,7.076,220.165,1.603,1.73,0.03,0.009,0.296,43.172,21.4,,
6596,6596,2019-08-23 08:00:00,19.712,8.449,7.151,220.019,1.468,1.75,0.03,0.012,0.321,39.753,20.8,,
6597,6597,2019-08-23 04:00:00,19.831,8.444,7.589,220.241,1.714,1.37,0.05,0.01,0.286,45.486,21.1,,
6598,6598,2019-08-23 00:00:00,19.915,8.5,8.11,218.923,1.82,1.58,0.02,0.012,0.285,42.242,21.444,,
6599,6599,2019-08-22 20:00:00,19.98,8.511,8.002,218.177,1.634,1.3,0.04,0.011,0.307,42.658,21.7,,
6600,6600,2019-08-22 16:00:00,19.993,8.481,7.552,218.568,1.832,0.61,0.04,0.012,0.29,40.967,21.8,,
6601,6601,2019-08-22 12:00:00,19.967,8.444,7.592,219.324,1.755,1.79,0.07,0.012,0.274,40.961,21.9,,
6602,6602,2019-08-22 08:00:00,19.967,8.452,8.127,218.878,1.845,1.77,0.05,0.011,0.281,43.117,21.772,,
6603,6603,2019-08-22 04:00:00,20.031,8.479,8.662,216.916,1.844,1.76,0.02,0.012,0.282,41.525,22.3,,
6604,6604,2019-08-22 00:00:00,20.099,8.487,8.685,216.342,1.906,0.61,0.02,0.013,0.297,41.4,22.7,,
6605,6605,2019-08-21 20:00:00,20.128,8.489,8.471,216.354,1.999,1.83,0.04,0.012,0.359,42.476,22.8,,
6606,6606,2019-08-21 16:00:00,20.137,8.436,7.635,217.587,1.881,1.76,0.06,0.014,0.288,43.764,23.2,,
6607,6607,2019-08-21 12:00:00,19.894,8.398,7.551,219.271,1.695,1.78,0.05,0.011,0.324,44.492,22.4,,
6608,6608,2019-08-21 08:00:00,19.804,8.406,7.629,219.555,1.659,1.71,0.03,0.011,0.307,41.83,21.7,,
6609,6609,2019-08-21 04:00:00,19.874,8.411,7.952,219.015,1.836,1.82,0.06,0.011,0.308,40.8,22.1,,
6610,6610,2019-08-21 00:00:00,19.949,8.44,8.153,217.308,1.572,0.61,0.05,0.012,0.346,41.092,22.5,,
6611,6611,2019-08-20 20:00:00,20.033,8.409,7.316,217.214,1.859,1.76,0.07,0.013,0.295,41.097,22.769,,
6612,6612,2019-08-20 16:00:00,20.089,8.339,6.688,219.435,1.823,1.61,0.08,0.013,0.301,39.828,23.2,,
6613,6613,2019-08-20 12:00:00,19.979,8.317,6.563,220.183,1.248,1.78,0.01,0.012,0.289,43.567,22.8,,
6614,6614,2019-08-20 08:00:00,19.952,8.334,6.609,220.467,1.53,1.68,0.03,0.011,0.291,43.008,22.3,,
6615,6615,2019-08-20 04:00:00,20.061,8.375,7.107,220.542,1.864,1.74,0.05,0.011,0.287,41.05,22.6,,
6616,6616,2019-08-20 00:00:00,20.091,8.4,7.656,219.474,1.833,1.71,0.02,0.011,0.35,41.575,22.9,,
6617,6617,2019-08-19 20:00:00,20.111,8.405,6.894,217.358,1.897,1.89,0.07,0.012,0.352,41.3,23.0,,
6618,6618,2019-08-19 16:00:00,20.174,8.316,5.89,219.637,1.928,1.66,0.07,0.011,0.276,36.978,23.335,,
6619,6619,2019-08-19 12:00:00,20.046,8.251,5.942,221.689,1.66,1.82,0.03,0.011,0.283,41.7,22.9,,
6620,6620,2019-08-19 08:00:00,19.952,8.31,6.051,221.763,1.551,1.75,0.05,0.011,0.296,38.5,22.1,,
6621,6621,2019-08-19 04:00:00,20.123,8.334,6.237,221.475,1.583,1.75,0.05,0.011,0.278,37.708,22.7,,
6622,6622,2019-08-19 00:00:00,20.365,8.367,6.488,221.446,1.741,1.65,0.07,0.012,0.319,43.414,23.0,,
6623,6623,2019-08-18 20:00:00,20.586,8.414,6.798,220.338,1.873,1.68,0.06,0.011,0.292,39.394,22.8,,
6624,6624,2019-08-18 16:00:00,20.246,8.375,6.188,219.73,1.794,1.85,0.06,0.011,0.301,36.561,23.133,,
6625,6625,2019-08-18 12:00:00,19.958,8.287,5.482,222.051,1.491,1.5,0.04,0.01,0.286,44.111,21.9,,
6626,6626,2019-08-18 08:00:00,19.817,8.274,5.949,223.14,1.622,1.79,0.07,0.012,0.265,39.292,21.5,,
6627,6627,2019-08-18 04:00:00,19.969,8.334,6.131,221.71,1.593,1.79,0.02,0.012,0.274,37.697,22.0,,
6628,6628,2019-08-18 00:00:00,20.197,8.356,6.53,220.037,1.715,1.89,0.03,0.012,0.312,41.3,22.5,,
6629,6629,2019-08-17 20:00:00,20.448,8.374,6.408,219.385,1.761,1.77,0.05,0.012,0.29,40.9,22.5,,
6630,6630,2019-08-17 16:00:00,20.197,8.358,6.197,219.988,1.802,1.86,0.0,0.011,0.29,45.433,22.667,,
